APIB_IND,aggregation_index,aggregation_code,aggregation_name,NRC_CODE,NRC_DESC,COUNTY_CODE,COUNTY_NAME,NYC_IND,tested_student_cnt,tested_cnt_valid,proficiency_cnt_valid,high_score_cnt_valid,is_suppressed,proficiency_rate,high_score_rate,valid_coverage,resource_class
AP,4,310200011408,PROFESSIONAL PERF ARTS HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,89,72,36.0,8.0,9,0.5,0.1111111111111111,0.8089887640449438,纽约市
AP,4,310200011411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,168,168,84.0,27.0,0,0.5,0.16071428571428573,1.0,纽约市
AP,4,310200011419,LANDMARK HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,59,53,18.0,7.0,3,0.33962264150943394,0.1320754716981132,0.8983050847457628,纽约市
AP,4,310200011420,HS-HEALTH PROFESSIONS & HUMAN SVCS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,567,543,222.0,98.0,6,0.4088397790055249,0.18047882136279927,0.9576719576719577,纽约市
AP,4,310200011422,QUEST TO LEARN,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,24,7,4.0,1.0,7,0.5714285714285714,0.14285714285714285,0.2916666666666667,纽约市
AP,4,310200011425,LEADERSHIP & PUBLIC SERVICE HS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,29,28,5.0,1.0,1,0.17857142857142858,0.03571428571428571,0.9655172413793104,纽约市
AP,4,310200011427,MANHATTAN ACAD-ARTS AND LANGUAGE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,27,17,17.0,16.0,3,1.0,0.9411764705882353,0.6296296296296297,纽约市
AP,4,310200011432,MURRAY HILL ACADEMY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,64,57,16.0,8.0,5,0.2807017543859649,0.14035087719298245,0.890625,纽约市
AP,4,310200011437,HUDSON HS OF LEARNING TECHNOLOGIES,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,62,45,11.0,4.0,7,0.24444444444444444,0.08888888888888889,0.7258064516129032,纽约市
AP,4,310200011438,INTERNATIONAL HS AT UNION SQUARE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,10,7,7.0,3.0,1,1.0,0.42857142857142855,0.7,纽约市
AP,4,310200011439,MANHATTAN VILLAGE ACADEMY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,277,260,127.0,72.0,13,0.48846153846153845,0.27692307692307694,0.9386281588447654,纽约市
AP,4,310200011449,VANGUARD HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,13,9,1.0,0.0,2,0.1111111111111111,0.0,0.6923076923076923,纽约市
AP,4,310200011459,MANHATTAN INTERNATIONAL HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,43,37,15.0,8.0,5,0.40540540540540543,0.21621621621621623,0.8604651162790697,纽约市
AP,4,310200011475,STUYVESANT HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,3629,3575,3457.0,3118.0,29,0.9669930069930069,0.8721678321678321,0.9851198677321577,纽约市
AP,4,310200011489,HS OF ECONOMICS & FINANCE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,173,143,78.0,23.0,6,0.5454545454545454,0.16083916083916083,0.8265895953757225,纽约市
AP,4,310200011500,UNITY CENTER FOR URBAN TECHNOLOGIES,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,56,51,11.0,1.0,4,0.21568627450980393,0.0196078431372549,0.9107142857142857,纽约市
AP,4,310200011507,URBAN ASSEMBLY GATEWAY SCHOOL-TECH,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,99,99,31.0,7.0,0,0.31313131313131315,0.0707070707070707,1.0,纽约市
AP,4,310200011519,TALENT UNLIMITED HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,116,100,24.0,8.0,4,0.24,0.08,0.8620689655172413,纽约市
AP,4,310200011520,MURRY BERGTRAUM HS-BUSINESS CAREERS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,9,0,0.0,0.0,5,,,0.0,纽约市
AP,4,310200011529,JACQUELINE KENNEDY-ONASSIS HS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,17,14,13.0,11.0,2,0.9285714285714286,0.7857142857142857,0.8235294117647058,纽约市
AP,4,310200011531,REPERTORY COMPANY HS FOR THEATRE ART,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,72,68,33.0,15.0,4,0.4852941176470588,0.22058823529411764,0.9444444444444444,纽约市
AP,4,310200011533,UNION SQUARE ACAD FOR HEALTH SCIENCE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,153,130,43.0,14.0,8,0.33076923076923076,0.1076923076923077,0.8496732026143791,纽约市
AP,4,310200011534,HARVEST COLLEGIATE HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,22,18,8.0,4.0,2,0.4444444444444444,0.2222222222222222,0.8181818181818182,纽约市
AP,4,310200011542,MANHATTAN BRIDGES HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,216,194,135.0,88.0,2,0.6958762886597938,0.4536082474226804,0.8981481481481481,纽约市
AP,4,310200011543,NEW DESIGN HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,70,60,13.0,6.0,2,0.21666666666666667,0.1,0.8571428571428571,纽约市
AP,4,310200011544,INDEPENDENCE HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,11,5,3.0,2.0,3,0.6,0.4,0.45454545454545453,纽约市
AP,4,310200011545,HS-DUAL LANGUAGE & ASIAN STUDIES,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,323,317,247.0,171.0,3,0.7791798107255521,0.5394321766561514,0.9814241486068112,纽约市
AP,4,310200011546,ACADEMY FOR SOFTWARE ENGINEERING,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,92,90,19.0,10.0,2,0.2111111111111111,0.1111111111111111,0.9782608695652174,纽约市
AP,4,310200011550,LIBERTY HS ACADEMY-NEWCOMERS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,64,42,36.0,25.0,5,0.8571428571428571,0.5952380952380952,0.65625,纽约市
AP,4,310200011551,URBAN ASSEMBLY NY HARBOR SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,47,46,25.0,13.0,1,0.5434782608695652,0.2826086956521739,0.9787234042553191,纽约市
AP,4,310200011560,HS 560 CITY-AS-SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,1,0,0.0,0.0,1,,,0.0,纽约市
AP,4,310200011575,MANHATTAN COMP NIGHT AND DAY HS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,20,11,11.0,9.0,5,1.0,0.8181818181818182,0.55,纽约市
AP,4,310200011580,RICHARD R GREEN HS OF TEACHING,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,198,187,77.0,37.0,8,0.4117647058823529,0.19786096256684493,0.9444444444444444,纽约市
AP,4,310200011586,HARVEY MILK HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,1,0,0.0,0.0,1,,,0.0,纽约市
AP,4,310200011600,HIGH SCHOOL OF FASHION INDUSTRIES,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,168,159,83.0,33.0,5,0.5220125786163522,0.20754716981132076,0.9464285714285714,纽约市
AP,4,310200011605,HUMANITIES PREP ACADEMY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,61,54,28.0,9.0,3,0.5185185185185185,0.16666666666666666,0.8852459016393442,纽约市
AP,4,310200011615,CHELSEA CAREER AND TECH ED HS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,62,56,14.0,7.0,2,0.25,0.125,0.9032258064516129,纽约市
AP,4,310200011630,ART AND DESIGN HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,472,469,344.0,212.0,3,0.7334754797441365,0.4520255863539446,0.9936440677966102,纽约市
AP,4,310200011655,HIGH SCHOOL-CLIMATE JUSTICE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,76,17,2.0,1.0,2,0.11764705882352941,0.058823529411764705,0.2236842105263158,纽约市
AP,4,310200860819,JOHN V LINDSAY WILDCAT ACADEMY CS,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,1,0,0.0,0.0,1,,,0.0,特许学校
AP,4,310300010054,JHS 54 BOOKER T WASHINGTON,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,2,0,0.0,0.0,2,,,0.0,纽约市
AP,4,310300011291,WEST END SECONDARY SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,723,694,355.0,173.0,17,0.5115273775216138,0.24927953890489912,0.9598893499308437,纽约市
AP,4,310300011307,URBAN ASSMBLY SCH-MEDIA STUDIES,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,220,44,2.0,0.0,4,0.045454545454545456,0.0,0.2,纽约市
AP,4,310300011402,URBAN ASSEMBLY FOR GREEN CAREERS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,11,0,0.0,0.0,3,,,0.0,纽约市
AP,4,310300011403,GLOBAL LEARNING COLLABORATIVE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,167,138,28.0,5.0,8,0.2028985507246377,0.036231884057971016,0.8263473053892215,纽约市
AP,4,310300011404,INNOVATION DIPLOMA PLUS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,4,0,0.0,0.0,2,,,0.0,纽约市
AP,4,310300011415,WADLEIGH PERF AND VISUAL ARTS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,228,219,34.0,10.0,1,0.1552511415525114,0.045662100456621,0.9605263157894737,纽约市
AP,4,310300011417,FRANK MCCOURT HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,11,8,8.0,2.0,1,1.0,0.25,0.7272727272727273,纽约市
AP,4,310300011479,BEACON HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,359,343,252.0,174.0,11,0.7346938775510204,0.5072886297376094,0.9554317548746518,纽约市
AP,4,310300011485,FIORELLO H LAGUARDIA HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,1543,1509,1220.0,842.0,17,0.8084824387011266,0.5579854208084825,0.9779650032404407,纽约市
AP,4,310300011492,HS-LAW ADVCY & COMM JUSTICE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,129,104,28.0,6.0,7,0.2692307692307692,0.057692307692307696,0.8062015503875969,纽约市
AP,4,310300011494,HIGH SCHOOL-ARTS AND TECHNOLOGY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,171,156,7.0,2.0,2,0.04487179487179487,0.01282051282051282,0.9122807017543859,纽约市
AP,4,310300011541,MANHATTAN/HUNTER SCIENCE HS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,270,267,184.0,109.0,3,0.6891385767790262,0.40823970037453183,0.9888888888888889,纽约市
AP,4,310300011610,YOUNG WOMEN'S LEADERSHIP SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,237,203,97.0,33.0,1,0.47783251231527096,0.1625615763546798,0.8565400843881856,纽约市
AP,4,310300011859,SPECIAL MUSIC SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,155,149,128.0,101.0,4,0.8590604026845637,0.6778523489932886,0.9612903225806452,纽约市
AP,4,310300011860,FREDERICK DOUGLASS ACADEMY II,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,93,16,2.0,0.0,2,0.125,0.0,0.17204301075268819,纽约市
AP,4,310300860897,SUCCESS ACADEMY CS-HARLEM 1,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,3,0,0.0,0.0,2,,,0.0,特许学校
AP,4,310400010310,JUDITH S KAYE SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,2,0,0.0,0.0,2,,,0.0,纽约市
AP,4,310400010372,ESPERANZA PREPARATORY ACADEMY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,60,44,30.0,20.0,5,0.6818181818181818,0.45454545454545453,0.7333333333333333,纽约市
AP,4,310400011435,MANHATTAN CENTER-SCIENCE & MATH,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,1698,1685,879.0,403.0,8,0.5216617210682493,0.23916913946587537,0.9923439340400471,纽约市
AP,4,310400011495,PARK EAST HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,193,180,98.0,32.0,3,0.5444444444444444,0.17777777777777778,0.9326424870466321,纽约市
AP,4,310400011505,EDWARD A REYNOLDS WEST SIDE HS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,15,0,0.0,0.0,6,,,0.0,纽约市
AP,4,310400011555,CENTRAL PARK EAST HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,378,375,245.0,111.0,2,0.6533333333333333,0.296,0.9920634920634921,纽约市
AP,4,310400011680,HERITAGE SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,27,8,3.0,1.0,3,0.375,0.125,0.2962962962962963,纽约市
AP,4,310400860968,INNOVATION CHARTER HIGH SCHOOL,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,26,22,4.0,1.0,2,0.18181818181818182,0.045454545454545456,0.8461538461538461,特许学校
AP,4,310500011148,EAGLE ACAD-YOUNG MEN-HARLEM,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,12,0,0.0,0.0,1,,,0.0,纽约市
AP,4,310500011157,URBAN ASSEMBLY-GLOBAL COMMERCE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,31,9,1.0,0.0,1,0.1111111111111111,0.0,0.2903225806451613,纽约市
AP,4,310500011304,MOTT HALL HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,20,19,1.0,0.0,1,0.05263157894736842,0.0,0.95,纽约市
AP,4,310500011362,COLUMBIA SECONDARY SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,256,229,210.0,164.0,13,0.9170305676855895,0.7161572052401747,0.89453125,纽约市
AP,4,310500011369,URBAN ASSEMBLY FOR THE PERFORM ARTS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,41,0,0.0,0.0,1,,,0.0,纽约市
AP,4,310500011499,FREDERICK DOUGLASS ACADEMY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,55,22,5.0,1.0,8,0.22727272727272727,0.045454545454545456,0.4,纽约市
AP,4,310500011670,THURGOOD MARSHALL ACAD FOR LEARNING,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,16,0,0.0,0.0,2,,,0.0,纽约市
AP,4,310500011692,HS MATH SCI & ENGNRNG AT CCNY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,927,906,769.0,586.0,11,0.8487858719646799,0.6467991169977925,0.9773462783171522,纽约市
AP,4,310500860864,HARLEM CHILDREN'S ZONE PROMISE,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,106,75,23.0,4.0,2,0.30666666666666664,0.05333333333333334,0.7075471698113207,特许学校
AP,4,310500860883,KIPP INFINITY CHARTER SCHOOL,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,2,0,0.0,0.0,2,,,0.0,特许学校
AP,4,310500860886,HARLEM CHLDRN ZONE ACADEMY II,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,64,64,29.0,7.0,0,0.453125,0.109375,1.0,特许学校
AP,4,310600011211,INWOOD EARLY COLLEGE FOR HEALTH-INFO,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,50,36,13.0,7.0,8,0.3611111111111111,0.19444444444444445,0.72,纽约市
AP,4,310600011293,CITY COLLEGE ACADEMY OF THE ARTS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,76,58,5.0,2.0,1,0.08620689655172414,0.034482758620689655,0.7631578947368421,纽约市
AP,4,310600011346,COMMUNITY HEALTH ACAD OF THE HEIGHTS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,187,185,75.0,29.0,1,0.40540540540540543,0.15675675675675677,0.9893048128342246,纽约市
AP,4,310600011348,WASHINGTON HGTS EXPEDITIONARY LEARN,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,165,163,58.0,12.0,2,0.3558282208588957,0.0736196319018405,0.9878787878787879,纽约市
AP,4,310600011423,HS-EXCELLENCE AND INNOVATION,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,23,0,0.0,0.0,9,,,0.0,纽约市
AP,4,310600011462,COLLEGE ACADEMY,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,125,53,16.0,5.0,9,0.3018867924528302,0.09433962264150944,0.424,纽约市
AP,4,310600011463,HIGH SCHOOL-MEDIA & COMMUNICATIONS,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,116,68,7.0,0.0,5,0.10294117647058823,0.0,0.5862068965517241,纽约市
AP,4,310600011467,HIGH SCHOOL-LAW & PUBLIC SERVICE,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,175,111,58.0,25.0,14,0.5225225225225225,0.22522522522522523,0.6342857142857142,纽约市
AP,4,310600011468,HIGH SCHOOL-HEALTH CAREERS & SCIES,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,89,38,14.0,8.0,6,0.3684210526315789,0.21052631578947367,0.42696629213483145,纽约市
AP,4,310600011540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,229,217,133.0,72.0,9,0.6129032258064516,0.3317972350230415,0.9475982532751092,纽约市
AP,4,310600011552,GREGORIO LUPERON HS-SCI & MATH,1.0,NEW YORK CITY,31.0,NEW YORK,1.0,182,161,100.0,48.0,4,0.6211180124223602,0.2981366459627329,0.8846153846153846,纽约市
AP,4,310600860887,NEW HEIGHTS ACADEMY CHARTER SCHOOL,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,90,90,44.0,23.0,0,0.4888888888888889,0.25555555555555554,1.0,特许学校
AP,4,310600860966,INWOOD ACAD FOR LEADERSHIP CS,7.0,CHARTER SCHOOL,31.0,NEW YORK,1.0,62,54,22.0,4.0,1,0.4074074074074074,0.07407407407407407,0.8709677419354839,特许学校
AP,4,31301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,4.0,RURAL HIGH NEEDS,3.0,DELAWARE,0.0,14,14,6.0,1.0,0,0.42857142857142855,0.07142857142857142,1.0,农村
AP,4,31601060051,VESTAL SENIOR HIGH SCHOOL,5.0,AVERAGE NEEDS,3.0,BROOME,0.0,269,254,215.0,145.0,7,0.8464566929133859,0.5708661417322834,0.9442379182156134,平均
AP,4,31701060007,WINDSOR CENTRAL HIGH SCHOOL,5.0,AVERAGE NEEDS,3.0,BROOME,0.0,59,58,34.0,11.0,1,0.5862068965517241,0.1896551724137931,0.9830508474576272,平均
AP,4,320700010223,LAB SCHOOL OF FIN & TECH: X223,1.0,NEW YORK CITY,32.0,BRONX,1.0,246,224,63.0,28.0,1,0.28125,0.125,0.9105691056910569,纽约市
AP,4,320700011221,SOUTH BRONX PREPARATORY,1.0,NEW YORK CITY,32.0,BRONX,1.0,121,112,50.0,14.0,1,0.44642857142857145,0.125,0.9256198347107438,纽约市
AP,4,320700011334,INTERNATIONAL COMMUNITY HS,1.0,NEW YORK CITY,32.0,BRONX,1.0,33,28,27.0,23.0,3,0.9642857142857143,0.8214285714285714,0.8484848484848485,纽约市
AP,4,320700011495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,146,101,13.0,1.0,1,0.12871287128712872,0.009900990099009901,0.6917808219178082,纽约市
AP,4,320700011500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,1.0,NEW YORK CITY,32.0,BRONX,1.0,34,32,8.0,3.0,2,0.25,0.09375,0.9411764705882353,纽约市
AP,4,320700011522,BRONX DESIGN-CONSTRUCTION ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,13,13,1.0,0.0,0,0.07692307692307693,0.0,1.0,纽约市
AP,4,320700011527,BRONX LEADERSHIP ACAD II HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,109,73,7.0,0.0,0,0.0958904109589041,0.0,0.6697247706422018,纽约市
AP,4,320700011548,CAREERS IN SPORTS HS,1.0,NEW YORK CITY,32.0,BRONX,1.0,55,34,6.0,1.0,8,0.17647058823529413,0.029411764705882353,0.6181818181818182,纽约市
AP,4,320700011551,URBAN ASSEMBLY BRONX OF LETTERS,1.0,NEW YORK CITY,32.0,BRONX,1.0,46,43,15.0,3.0,2,0.3488372093023256,0.06976744186046512,0.9347826086956522,纽约市
AP,4,320700011600,ALFRED E SMITH CAREER-TECH HS,1.0,NEW YORK CITY,32.0,BRONX,1.0,111,89,39.0,13.0,6,0.43820224719101125,0.14606741573033707,0.8018018018018018,纽约市
AP,4,320700011625,BRONX LEGACY HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,13,12,1.0,0.0,1,0.08333333333333333,0.0,0.9230769230769231,纽约市
AP,4,320700011670,HEALTH OPPORTUNITIES HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,63,35,11.0,6.0,4,0.3142857142857143,0.17142857142857143,0.5555555555555556,纽约市
AP,4,320700861169,E MONROE NEW RENAISSANCE BASKETBALL,7.0,CHARTER SCHOOL,32.0,BRONX,1.0,1,0,0.0,0.0,1,,,0.0,特许学校
AP,4,320800010312,MILLENIUM ART ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,87,66,27.0,12.0,9,0.4090909090909091,0.18181818181818182,0.7586206896551724,纽约市
AP,4,320800011269,BRONX STUDIO SCHOOL-WRITERS-ARTISTS,1.0,NEW YORK CITY,32.0,BRONX,1.0,20,11,6.0,0.0,3,0.5454545454545454,0.0,0.55,纽约市
AP,4,320800011282,WOMEN'S ACADEMY OF EXCELLENCE,1.0,NEW YORK CITY,32.0,BRONX,1.0,52,12,1.0,1.0,2,0.08333333333333333,0.08333333333333333,0.23076923076923078,纽约市
AP,4,320800011293,RENAISSANCE HIGH SCHOOL-MTA,1.0,NEW YORK CITY,32.0,BRONX,1.0,2,0,0.0,0.0,2,,,0.0,纽约市
AP,4,320800011320,PELHAM LAB HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,155,106,24.0,10.0,12,0.22641509433962265,0.09433962264150944,0.6838709677419355,纽约市
AP,4,320800011348,SCHUYLERVILLE PREP HS,1.0,NEW YORK CITY,32.0,BRONX,1.0,65,64,18.0,3.0,1,0.28125,0.046875,0.9846153846153847,纽约市
AP,4,320800011349,BRONX RIVER HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,1,0,0.0,0.0,1,,,0.0,纽约市
AP,4,320800011367,"ARCHIMEDES ACAD-MATH, SCI, TECH",1.0,NEW YORK CITY,32.0,BRONX,1.0,25,19,5.0,2.0,0,0.2631578947368421,0.10526315789473684,0.76,纽约市
AP,4,320800011376,ANTONIA PANTOJA PREP ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,48,31,3.0,0.0,0,0.0967741935483871,0.0,0.6458333333333334,纽约市
AP,4,320800011405,HERBERT H LEHMAN HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,88,61,33.0,8.0,6,0.5409836065573771,0.13114754098360656,0.6931818181818182,纽约市
AP,4,320800011432,BRONX BRIDGES HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,166,93,16.0,6.0,6,0.17204301075268819,0.06451612903225806,0.5602409638554217,纽约市
AP,4,320800011452,GOTHAM COLLABORATIVE HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,12,0,0.0,0.0,2,,,0.0,纽约市
AP,4,320800011530,LONGWOOD PREPARATORY ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,54,49,7.0,1.0,0,0.14285714285714285,0.02040816326530612,0.9074074074074074,纽约市
AP,4,320800011537,BRONX ARENA HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,3,0,0.0,0.0,3,,,0.0,纽约市
AP,4,320800011558,WESTCHESTER SQUARE ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,118,110,56.0,25.0,5,0.509090909090909,0.22727272727272727,0.9322033898305084,纽约市
AP,4,320800011561,BRONX COMPASS HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,151,137,20.0,9.0,4,0.145985401459854,0.06569343065693431,0.9072847682119205,纽约市
AP,4,320800011636,VIRTUAL INNOVATOR'S ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,1,0,0.0,0.0,1,,,0.0,纽约市
AP,4,320800861017,NEW VISIONS CHTR HS-ADV MA/SCI II,7.0,CHARTER SCHOOL,32.0,BRONX,1.0,2,0,0.0,0.0,2,,,0.0,特许学校
AP,4,320900010327,COMP MODEL SCH PROJECT MS 327,1.0,NEW YORK CITY,32.0,BRONX,1.0,36,35,28.0,19.0,1,0.8,0.5428571428571428,0.9722222222222222,纽约市
AP,4,320900010568,YOUNG WOMEN'S LDSHP SCHOOL-BRONX,1.0,NEW YORK CITY,32.0,BRONX,1.0,162,143,78.0,35.0,3,0.5454545454545454,0.24475524475524477,0.8827160493827161,纽约市
AP,4,320900011227,BRONX COLLEGIATE ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,27,26,12.0,6.0,1,0.46153846153846156,0.23076923076923078,0.9629629629629629,纽约市
AP,4,320900011231,EAGLE ACADEMY FOR YOUNG MEN,1.0,NEW YORK CITY,32.0,BRONX,1.0,12,12,3.0,0.0,0,0.25,0.0,1.0,纽约市
AP,4,320900011241,URBAN ASSMBLY SCHOOL-APPL MATH,1.0,NEW YORK CITY,32.0,BRONX,1.0,77,76,16.0,5.0,1,0.21052631578947367,0.06578947368421052,0.987012987012987,纽约市
AP,4,320900011250,EXIMIUS COLLEGE PREP ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,74,73,28.0,12.0,1,0.3835616438356164,0.1643835616438356,0.9864864864864865,纽约市
AP,4,320900011260,BRONX CENTER FOR SCI & MATH,1.0,NEW YORK CITY,32.0,BRONX,1.0,41,34,25.0,16.0,3,0.7352941176470589,0.47058823529411764,0.8292682926829268,纽约市
AP,4,320900011263,VALIDUS PREP ACADEMY,1.0,NEW YORK CITY,32.0,BRONX,1.0,2,0,0.0,0.0,1,,,0.0,纽约市
AP,4,320900011297,MORRIS ACADEMY FOR COLLA STUDIES,1.0,NEW YORK CITY,32.0,BRONX,1.0,63,58,25.0,6.0,4,0.43103448275862066,0.10344827586206896,0.9206349206349206,纽约市
AP,4,320900011329,DREAMYARD PREPARATORY SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,29,26,16.0,7.0,1,0.6153846153846154,0.2692307692307692,0.896551724137931,纽约市
AP,4,320900011350,NEW DIRECTIONS SECONDARY SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,12,7,4.0,2.0,2,0.5714285714285714,0.2857142857142857,0.5833333333333334,纽约市
AP,4,320900011365,ACADEMY-LANGUAGE AND TECHNOLOGY,1.0,NEW YORK CITY,32.0,BRONX,1.0,199,139,39.0,28.0,2,0.2805755395683453,0.2014388489208633,0.6984924623115578,纽约市
AP,4,320900011403,BRONX INTERNATIONAL HIGH SCHOOL,1.0,NEW YORK CITY,32.0,BRONX,1.0,19,14,6.0,3.0,3,0.42857142857142855,0.21428571428571427,0.7368421052631579,纽约市
